review.id,owner.id,cerated.on,number.of.patches,last.updated.on,project,branch,ubmit.type,status,elapsed.time,noof.approvals,net.approval.score,avg.approval.score ,noof.comments,timestamp.last.comment,timestamp.first.comment,comment.span,noof.reviews.owned.by.owner,noof.approvals.by.owner,noof.comments.by.owner.this.review,noof.comments.by.owner.all.reviews,noof.merged.reviews.of.owner,avg.approval.score.of.owner
5270,1000660,12/4/2008 20:12,1,12/9/2008 1:32,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,101.3333,2,2,1,6,12/9/2008 1:32,12/4/2008 20:15,101.2833,701,4287,2,10892,605,0.5338
5329,1000512,12/10/2008 3:55,3,3/21/2009 0:37,platform/dalvik,refs/heads/master,MERGE_ALWAYS,Abandoned,2420.7,2,-2,-1,8,3/21/2009 0:37,12/10/2008 4:14,2420.3833,8,4,4,19,3,0.25
5336,1000676,12/10/2008 17:11,3,5/14/2010 19:17,platform/build,refs/heads/master,MERGE_ALWAYS,merged,12482.1,3,2,2,13,5/14/2010 19:17,12/10/2008 18:10,12481.1,16,16,4,27,4,-0.25
5617,1001302,12/13/2008 11:51,2,12/3/2009 1:48,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,8509.9333,3,2,0.6667,14,12/3/2009 1:48,12/19/2008 20:41,8357.1,171,62,5,166,26,0
6041,1000706,12/20/2008 3:56,1,8/28/2009 17:49,platform/dalvik,refs/heads/master,MERGE_ALWAYS,Abandoned,6037.8667,4,0,0,11,8/28/2009 17:49,12/23/2008 18:32,5951.2833,13,15,4,71,10,0.3
6426,1001394,12/26/2008 16:56,1,1/3/2009 17:34,platform/dalvik,refs/heads/master,MERGE_ALWAYS,Abandoned,192.6167,2,0,0,6,1/3/2009 17:34,12/26/2008 17:02,192.5333,6,5,3,17,2,0
6429,1000909,12/26/2008 23:08,2,9/15/2009 23:18,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,6312.15,3,3,1,8,9/15/2009 23:18,1/14/2009 14:19,5864.9667,5,2,0,5,2,0
6506,1001394,1/3/2009 17:16,2,8/26/2009 18:26,platform/development,refs/heads/master,MERGE_ALWAYS,merged,5641.1667,3,3,1,5,8/26/2009 18:26,1/3/2009 17:28,5640.9667,6,5,1,17,2,0
6559,1000653,1/7/2009 23:19,1,11/8/2009 21:32,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,7318.2167,2,0,0,6,11/8/2009 21:32,1/10/2009 22:22,7247.1667,8,3,1,15,2,-0.3333
6601,1000861,12/20/2008 19:25,2,3/5/2009 0:00,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,1780.5667,4,2,0.5,13,3/5/2009 0:00,12/21/2008 23:58,1752.0167,2,1,2,3,1,0
7299,1001302,1/13/2009 22:38,2,3/6/2009 21:35,platform/external/webkit,refs/heads/master,MERGE_ALWAYS,merged,1246.9333,4,2,0.5,8,3/6/2009 21:35,3/6/2009 15:32,6.0333,171,62,0,166,26,0
7315,1000052,1/14/2009 3:06,4,8/28/2009 14:18,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,5435.2,3,3,1,9,8/28/2009 14:18,8/27/2009 14:52,23.4167,4,2,1,3,3,0.5
7321,1000269,1/14/2009 19:52,1,1/14/2009 20:23,platform/packages/apps/Mms,refs/heads/master,MERGE_ALWAYS,merged,0.5167,2,3,1.5,3,1/14/2009 20:23,1/14/2009 20:20,0.0333,16,226,0,595,16,1.0291
7345,1000660,1/16/2009 2:18,2,2/2/2009 23:40,platform/vendor/htc/dream-open,refs/heads/master,MERGE_ALWAYS,merged,429.3667,3,2,0.6667,6,2/2/2009 23:40,1/28/2009 19:22,124.2833,701,4287,4,10892,605,0.5338
7655,1000576,1/14/2009 17:01,1,1/16/2009 18:04,platform/build,refs/heads/master,MERGE_ALWAYS,merged,49.05,3,2,0.6667,6,1/16/2009 18:04,1/14/2009 18:54,47.1667,3,2,1,11,2,0
7699,1000660,1/15/2009 19:06,2,2/2/2009 23:22,platform/vendor/htc/dream-open,refs/heads/master,MERGE_ALWAYS,merged,436.2667,5,2,0.4,9,2/2/2009 23:22,1/19/2009 13:44,345.6333,701,4287,3,10892,605,0.5338
7706,1000660,1/15/2009 22:47,1,1/16/2009 15:43,platform/frameworks/policies/base,refs/heads/master,MERGE_ALWAYS,merged,16.9333,1,2,2,3,1/16/2009 15:43,1/16/2009 15:07,0.5833,701,4287,1,10892,605,0.5338
7708,1000660,1/15/2009 22:47,1,1/16/2009 20:44,platform/packages/apps/Phone,refs/heads/master,MERGE_ALWAYS,merged,21.95,2,1,0.5,4,1/16/2009 20:44,1/16/2009 15:08,5.6,701,4287,1,10892,605,0.5338
8224,1000341,1/17/2009 22:43,4,3/4/2009 0:38,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,1081.9,4,2,0.5,18,3/4/2009 0:38,1/17/2009 22:45,1081.8667,1,1,5,5,1,0
8245,1000660,1/20/2009 19:06,2,1/21/2009 17:08,platform/packages/apps/Browser,refs/heads/master,MERGE_ALWAYS,merged,22.0333,1,2,2,3,1/21/2009 17:08,1/20/2009 19:59,21.15,701,4287,1,10892,605,0.5338
8253,1000660,1/20/2009 22:55,1,6/7/2009 21:07,platform/build,refs/heads/master,MERGE_ALWAYS,merged,3310.1833,4,4,1,8,6/7/2009 21:07,1/21/2009 0:46,3308.3333,701,4287,0,10892,605,0.5338
8272,1000366,1/21/2009 16:43,13,8/12/2010 17:07,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,13632.3833,9,3,1,135,8/12/2010 17:07,2/6/2009 17:06,13248,3,4,16,19,1,-1
8298,1000232,1/22/2009 1:05,2,1/27/2009 0:59,platform/build,refs/heads/master,MERGE_ALWAYS,merged,119.9,5,3,0.6,9,1/27/2009 0:59,1/22/2009 6:24,114.5667,5,3,0,2,5,0
8299,1000232,1/22/2009 1:22,1,1/27/2009 0:19,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,118.95,4,3,0.75,6,1/27/2009 0:19,1/22/2009 6:25,113.8833,5,3,0,2,5,0
8329,1000748,1/23/2009 19:33,1,8/27/2009 21:00,platform/packages/apps/Settings,refs/heads/master,MERGE_ALWAYS,Abandoned,5185.45,4,1,0.25,4,8/27/2009 21:00,1/24/2009 20:11,5160.8167,43,57,1,137,28,0.5122
8402,1000660,1/20/2009 19:06,2,1/21/2009 16:53,platform/packages/providers/DownloadProvider,refs/heads/master,MERGE_ALWAYS,merged,21.7833,1,2,2,5,1/21/2009 16:53,1/20/2009 19:59,20.9,701,4287,1,10892,605,0.5338
8604,1000232,1/22/2009 1:52,5,1/26/2009 20:23,platform/external/opencore,refs/heads/master,MERGE_ALWAYS,merged,114.5,4,2,0.5,8,1/26/2009 20:23,1/22/2009 4:02,112.3333,5,3,1,2,5,0
8657,1001022,1/27/2009 15:09,3,2/19/2009 1:21,platform/build,refs/heads/cdma-import,MERGE_ALWAYS,merged,538.1833,5,3,0.6,10,2/19/2009 1:21,1/27/2009 15:16,538.0667,18,9,3,13,17,0.8889
8658,1001022,1/27/2009 15:14,3,2/19/2009 1:22,platform/frameworks/base,refs/heads/cdma-import,MERGE_ALWAYS,merged,538.1167,7,3,0.4286,199,2/19/2009 1:22,1/29/2009 21:08,484.2167,18,9,2,13,17,0.8889
8659,1001022,1/27/2009 15:16,3,2/19/2009 1:21,platform/hardware/ril,refs/heads/cdma-import,MERGE_ALWAYS,merged,538.0833,5,3,0.6,29,2/19/2009 1:21,1/30/2009 3:13,478.1167,18,9,2,13,17,0.8889
8660,1001022,1/27/2009 15:16,2,2/19/2009 1:22,platform/packages/apps/Contacts,refs/heads/cdma-import,MERGE_ALWAYS,merged,538.0833,5,5,1,13,2/19/2009 1:22,1/27/2009 22:24,530.95,18,9,1,13,17,0.8889
