review.id,owner.id,created.on,noof.patches,last.updated.on,project,branch,submit.type,status,elapsed.time,noof.approvals,Sum of Approval.ReviewedStatus field,average.approval.score,noof.comments.on.this.review,comment.time.1,comment.time.2,comment.span.on.this.review,reviews.owned.by.owner,approvals.by.owner,noof.comments.by.owner,total.comments.owner,noof.reviews.merged.owner,avg.aprpoval.score.owner,reviews.owned.by.owner.merged,median.approval.score,noof.comments.by.nonowners,median.approval.score.owner,rsn.degree,rsn.betweenness,rsn.clustcoeff,rsn.closenesscentrality,rsn.eigencentrality,rsn.pagerank
2417,1001302,11/7/2008 2:15,1,8/25/2009 17:05,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,6998.8167,2,-1,-0.5,7,8/25/2009 17:05,11/11/2008 10:23,6894.6833,26,22,2,85,2,0,2,-0.5,5,0,86,118.8691919,0.104097453,7.41E-05,0.098384427,0.00011061
2419,1001302,11/7/2008 2:15,1,8/25/2009 17:52,platform/external/qemu,refs/heads/master,MERGE_ALWAYS,Abandoned,6999.6167,1,0,0,7,8/25/2009 17:52,11/7/2008 15:44,6986.1333,26,22,4,85,2,0,2,0,3,0,700,1661.333333,0.060057307,8.41E-05,0.715089338,0.000763076
2421,1001302,11/7/2008 2:15,1,8/25/2009 17:14,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,6998.9667,3,2,0.6667,18,8/25/2009 17:14,7/21/2009 4:31,852.7167,26,22,16,85,2,0,2,0,2,0,172,950.3666667,0.077975376,7.80E-05,0.167554142,0.000180869
2422,1000973,11/7/2008 10:50,3,8/26/2009 17:14,platform/development,refs/heads/master,MERGE_ALWAYS,merged,7014.3833,4,2,0.6667,13,8/26/2009 17:14,11/7/2008 23:43,7001.5,2,1,1,3,2,0,2,0,12,0,370,2404.954798,0.089365452,8.18E-05,0.358943149,0.000363232
2429,1001302,11/9/2008 0:09,2,9/4/2009 16:12,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,7192.05,4,0,0,8,9/4/2009 16:12,11/11/2008 10:16,7133.9167,26,22,2,85,2,0,2,0,6,0,98,443.8333333,0.110544218,7.72E-05,0.084952368,0.000126012
2866,1001002,11/13/2008 7:23,1,11/18/2008 23:58,platform/system/bluetooth,refs/heads/master,MERGE_ALWAYS,merged,136.5833,1,2,2,8,11/18/2008 23:58,11/14/2008 23:22,96.6,11,40,2,112,11,1.0968,11,2,6,1,60,56,0.181609195,7.34E-05,0.061301865,9.63E-05
2869,1000973,11/13/2008 10:13,2,12/3/2008 16:11,platform/development,refs/heads/master,MERGE_ALWAYS,merged,485.9667,2,3,1.5,21,12/3/2008 16:11,11/13/2008 23:40,472.5,2,1,2,3,2,0,2,1.5,19,0,372,1544.765873,0.079976751,8.36E-05,0.300913773,0.00035551
2890,1001302,11/15/2008 17:22,1,8/25/2009 19:22,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,6794,2,0,0,8,8/25/2009 19:22,12/21/2008 7:14,5940.1333,26,22,2,85,2,0,2,0,6,0,62,87.70833333,0.16344086,7.81E-05,0.059245842,9.24E-05
2898,1001302,11/16/2008 17:57,1,8/26/2009 11:17,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,6785.3167,3,1,0.3333,8,8/26/2009 11:17,11/17/2008 13:54,6765.3667,26,22,4,85,2,0,2,0,4,0,44,94,0.103896104,7.37E-05,0.03690179,8.01E-05
3078,1001184,11/16/2008 13:29,1,12/3/2008 16:11,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,410.6833,2,2,1,7,12/3/2008 16:11,11/20/2008 19:14,308.9333,3,2,2,8,2,0,2,1,5,0,514,1353.083333,0.067515807,8.39E-05,0.459080372,0.000536364
3081,1001302,11/16/2008 22:31,1,8/26/2009 14:45,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,6784.2333,3,2,0.6667,12,8/26/2009 14:45,12/3/2008 16:36,6382.1333,26,22,3,85,2,0,2,0,9,0,668,192.8,0.046034058,8.00E-05,0.566184018,0.000866606
3092,1001220,11/28/2008 1:11,4,8/27/2009 21:26,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,6548.25,3,2,0.6667,6,8/27/2009 21:26,12/10/2008 0:44,6260.6833,1,2,2,3,1,0,1,0,4,0,222,1373,0.052252252,7.72E-05,0.207448285,0.000238798
3602,1001184,11/17/2008 7:20,3,8/27/2009 14:47,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,6799.45,4,2,2,11,8/27/2009 14:47,11/19/2008 20:16,6738.5167,3,2,2,8,2,0,2,0,9,0,492,370.1666667,0.043205575,8.28E-05,0.387999511,0.000544645
3802,1001184,11/17/2008 7:18,3,7/12/2010 21:15,platform/system/core,refs/heads/master,MERGE_ALWAYS,Abandoned,14461.95,6,-1,-0.3333,18,7/12/2010 21:15,11/17/2008 8:00,14461.25,3,2,4,8,2,0,2,0,14,0,214,1636.416667,0.046728972,8.26E-05,0.151974143,0.000207596
5064,1001420,12/3/2008 4:07,1,8/27/2009 1:13,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,6405.0833,3,-2,-0.6667,3,8/27/2009 1:13,8/25/2009 20:05,29.1333,1,0,1,1,0,0,0,0,2,0,82,136.1246032,0.08902439,7.40E-05,0.069898701,0.000110308
5093,1001302,12/3/2008 19:45,1,8/26/2009 14:46,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,6379,3,2,0.6667,6,8/26/2009 14:46,12/3/2008 22:11,6376.5667,26,22,1,85,2,0,2,0,5,0,50,51,0.123333333,7.12E-05,0.048917854,8.66E-05
5124,1000692,12/7/2008 23:50,1,12/9/2008 4:20,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,28.5,3,2,0.6667,11,12/9/2008 4:20,12/8/2008 20:04,8.2667,2,0,4,7,2,0,2,0,7,0,524,2377.25,0.047673364,8.10E-05,0.506948478,0.000569202
5154,1000692,12/9/2008 13:59,2,12/10/2008 0:39,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,10.65,4,2,0.5,10,12/10/2008 0:39,12/9/2008 17:01,7.6333,2,0,3,7,2,0,2,0,7,0,36,143,0.117647059,7.52E-05,0.033428582,7.39E-05
5158,1000512,12/10/2008 3:01,1,3/21/2009 0:37,platform/bionic,refs/heads/master,MERGE_ALWAYS,Abandoned,2421.5833,3,1,0.3333,3,3/21/2009 0:37,12/11/2008 15:19,2385.2833,5,3,1,12,2,0,2,0,2,0,652,6083.009524,0.070920245,8.66E-05,0.566142262,0.000615103
5329,1000512,12/10/2008 3:55,3,3/21/2009 0:37,platform/dalvik,refs/heads/master,MERGE_ALWAYS,Abandoned,2420.7,2,-2,-1,8,3/21/2009 0:37,12/10/2008 4:14,2420.3833,5,3,4,12,2,0,2,-1,4,0,56,43,0.063492063,7.12E-05,0.051622006,8.96E-05
5336,1000676,12/10/2008 17:11,3,5/14/2010 19:17,platform/build,refs/heads/master,MERGE_ALWAYS,merged,12482.1,3,2,2,13,5/14/2010 19:17,12/10/2008 18:10,12481.1,5,5,4,9,2,0,2,0,9,0,440,1169.908333,0.056994604,8.33E-05,0.350678897,0.000479905
5617,1001302,12/13/2008 11:51,2,12/3/2009 1:48,platform/bionic,refs/heads/master,MERGE_ALWAYS,merged,8509.9333,3,2,0.6667,14,12/3/2009 1:48,12/19/2008 20:41,8357.1,26,22,5,85,2,0,2,0,9,0,126,190,0.120839734,7.62E-05,0.115705431,0.00014829
6041,1000706,12/20/2008 3:56,1,8/28/2009 17:49,platform/dalvik,refs/heads/master,MERGE_ALWAYS,Abandoned,6037.8667,4,0,0,11,8/28/2009 17:49,12/23/2008 18:32,5951.2833,8,10,4,54,6,0.5,6,0,7,0,464,1643.5,0.063964771,8.19E-05,0.377321713,0.000526668
6506,1001394,1/3/2009 17:16,2,8/26/2009 18:26,platform/development,refs/heads/master,MERGE_ALWAYS,merged,5641.1667,3,3,1,5,8/26/2009 18:26,1/3/2009 17:28,5640.9667,1,3,1,5,1,0,1,1,4,0,190,1443.5,0.082418813,8.26E-05,0.138630208,0.000188121
6559,1000653,1/7/2009 23:19,1,11/8/2009 21:32,platform/build,refs/heads/master,MERGE_ALWAYS,Abandoned,7318.2167,2,0,0,6,11/8/2009 21:32,1/10/2009 22:22,7247.1667,3,2,1,12,0,-0.5,0,0,5,-0.5,618,5424.658333,0.054700962,8.37E-05,0.475793243,0.000690496
6601,1000861,12/20/2008 19:25,2,3/5/2009 0:00,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,1780.5667,4,2,0.5,13,3/5/2009 0:00,12/21/2008 23:58,1752.0167,1,1,2,2,1,0,1,0,11,0,652,590.2912803,0.050420009,8.24E-05,0.58054364,0.000810057
7315,1000052,1/14/2009 3:06,4,8/28/2009 14:18,platform/system/core,refs/heads/master,MERGE_ALWAYS,merged,5435.2,3,3,1,9,8/28/2009 14:18,8/27/2009 14:52,23.4167,1,1,1,1,1,1,1,1,8,1,158,259.5,0.046738072,7.70E-05,0.12780632,0.000187245
7655,1000576,1/14/2009 17:01,1,1/16/2009 18:04,platform/build,refs/heads/master,MERGE_ALWAYS,merged,49.05,3,2,0.6667,6,1/16/2009 18:04,1/14/2009 18:54,47.1667,2,1,1,8,2,0,2,1,5,0,478,6326.008333,0.07689603,8.64E-05,0.368485409,0.000453309
7699,1000660,1/15/2009 19:06,2,2/2/2009 23:22,platform/vendor/htc/dream-open,refs/heads/master,MERGE_ALWAYS,merged,436.2667,5,2,0.4,9,2/2/2009 23:22,1/19/2009 13:44,345.6333,52,1200,3,3410,44,0.353,44,0,6,0,284,1713.648893,0.067725502,8.28E-05,0.231944095,0.000292853
7708,1000660,1/15/2009 22:47,1,1/16/2009 20:44,platform/packages/apps/Phone,refs/heads/master,MERGE_ALWAYS,merged,21.95,2,1,0.5,4,1/16/2009 20:44,1/16/2009 15:08,5.6,52,1200,1,3410,44,0.353,44,0.5,3,0,562,2551.896465,0.068174886,8.26E-05,0.524255801,0.000569717
8224,1000341,1/17/2009 22:43,4,3/4/2009 0:38,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,1081.9,4,2,0.5,18,3/4/2009 0:38,1/17/2009 22:45,1081.8667,1,1,5,5,1,0,1,0,13,0,68,102,0.099821747,7.23E-05,0.058838617,0.000103855
8272,1000366,1/21/2009 16:43,13,8/12/2010 17:07,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,13632.3833,9,3,1,135,8/12/2010 17:07,2/6/2009 17:06,13248,1,3,16,16,1,0,1,0,119,0,422,3914.750311,0.092936132,8.47E-05,0.348125403,0.000407336
8329,1000748,1/23/2009 19:33,1,8/27/2009 21:00,platform/packages/apps/Settings,refs/heads/master,MERGE_ALWAYS,Abandoned,5185.45,4,1,0.25,4,8/27/2009 21:00,1/24/2009 20:11,5160.8167,13,28,1,78,8,0.625,8,0,3,0,78,323.4285714,0.129554656,7.72E-05,0.066419774,0.000105487
8604,1000232,1/22/2009 1:52,5,1/26/2009 20:23,platform/external/opencore,refs/heads/master,MERGE_ALWAYS,merged,114.5,4,2,0.5,8,1/26/2009 20:23,1/22/2009 4:02,112.3333,2,2,1,2,2,0,2,0.5,7,0,84,248.6797009,0.06039489,7.75E-05,0.061997306,0.000117041
8657,1001022,1/27/2009 15:09,3,2/19/2009 1:21,platform/build,refs/heads/cdma-import,MERGE_ALWAYS,merged,538.1833,5,3,0.6,10,2/19/2009 1:21,1/27/2009 15:16,538.0667,3,3,3,6,3,0.6667,3,0,7,1,336,1587.5,0.070359281,8.50E-05,0.303939122,0.000307053
8658,1001022,1/27/2009 15:14,3,2/19/2009 1:22,platform/frameworks/base,refs/heads/cdma-import,MERGE_ALWAYS,merged,538.1167,7,3,0.4286,199,2/19/2009 1:22,1/29/2009 21:08,484.2167,3,3,2,6,3,0.6667,3,0,197,1,430,1429,0.053727451,8.35E-05,0.398464486,0.000419252
8660,1001022,1/27/2009 15:16,2,2/19/2009 1:22,platform/packages/apps/Contacts,refs/heads/cdma-import,MERGE_ALWAYS,merged,538.0833,5,5,1,13,2/19/2009 1:22,1/27/2009 22:24,530.95,3,3,1,6,3,0.6667,3,1,12,1,256,450,0.056594488,8.34E-05,0.222477884,0.000237293
8669,1000576,1/27/2009 17:02,6,1/29/2009 17:21,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,48.3167,4,2,0.5,25,1/29/2009 17:21,1/27/2009 17:18,48.05,2,1,7,8,2,0,2,0,18,0,74,30.55833333,0.039039039,6.93E-05,0.074631125,0.000111196
8725,1001534,1/31/2009 0:08,3,2/6/2009 20:01,kernel/msm,refs/heads/android-msm-2.6.27,FAST_FORWARD_ONLY,merged,163.8833,3,4,1.3333,8,2/6/2009 20:01,1/31/2009 3:53,160.1167,19,39,3,148,12,0.8333,12,2,5,0,52,221.8666667,0.064615385,7.60E-05,0.042557328,8.91E-05
8750,1001534,2/2/2009 20:06,4,2/21/2009 2:12,kernel/msm,refs/heads/android-msm-2.6.27,FAST_FORWARD_ONLY,merged,438.1,3,2,0.6667,10,2/21/2009 2:12,2/3/2009 0:23,433.8,19,39,6,148,12,0.8333,12,0,4,0,34,68.40833333,0.154411765,6.91E-05,0.031022268,7.26E-05
8751,1001534,2/2/2009 20:06,7,3/9/2009 23:13,kernel/msm,refs/heads/android-msm-2.6.27,FAST_FORWARD_ONLY,merged,843.1167,3,4,1.3333,22,3/9/2009 23:13,2/4/2009 0:09,815.05,19,39,10,148,12,0.8333,12,2,12,0,252,725.6690476,0.070984127,8.22E-05,0.216609138,0.000261752
8752,1001534,2/2/2009 20:06,7,3/9/2009 23:45,kernel/msm,refs/heads/android-msm-2.6.27,FAST_FORWARD_ONLY,merged,843.65,3,2,0.6667,16,3/9/2009 23:45,2/4/2009 0:11,815.55,19,39,10,148,12,0.8333,12,0,6,0,408,2378.5,0.050613349,8.09E-05,0.327557043,0.000435895
8754,1001534,2/2/2009 21:14,6,2/18/2009 2:17,kernel/common,refs/heads/android-2.6.27,FAST_FORWARD_ONLY,merged,365.05,3,2,0.6667,24,2/18/2009 2:17,2/2/2009 22:23,363.9,19,39,8,148,12,0.8333,12,0,16,0,162,880,0.107407407,8.05E-05,0.137098714,0.000175074
8763,1000232,2/4/2009 16:19,2,2/4/2009 17:02,platform/external/opencore,refs/heads/master,MERGE_ALWAYS,merged,0.7,3,3,1,7,2/4/2009 17:02,2/4/2009 16:26,0.6,2,2,1,2,2,0,2,1,6,0,32,11,0.208333333,7.09E-05,0.034441851,7.24E-05
8767,1001563,2/5/2009 11:54,1,8/27/2009 15:24,platform/dalvik,refs/heads/master,MERGE_ALWAYS,Abandoned,4875.5,3,-1,-0.3333,10,8/27/2009 15:24,2/5/2009 12:11,4875.2167,3,3,1,8,1,0,1,0,9,0,532,1119.5,0.048999858,8.01E-05,0.460677791,0.000693969
8771,1001563,2/6/2009 0:21,1,8/27/2009 15:47,platform/dalvik,refs/heads/master,MERGE_ALWAYS,Abandoned,4863.4167,3,-1,-0.3333,13,8/27/2009 15:47,2/6/2009 0:46,4863.0167,3,3,2,8,1,0,1,0,11,0,594,2584,0.065884066,8.28E-05,0.506070886,0.000667043
8777,1001174,2/6/2009 18:07,1,3/11/2009 21:42,kernel/common,refs/heads/android-2.6.27,FAST_FORWARD_ONLY,Abandoned,795.5833,3,4,1.3333,5,3/11/2009 21:42,2/9/2009 3:51,737.8333,20,53,2,91,18,0.5714,18,2,3,0,302,1532.2,0.050684327,8.08E-05,0.260330622,0.000321942
8807,1000706,2/7/2009 1:47,2,8/27/2009 15:29,platform/dalvik,refs/heads/master,MERGE_ALWAYS,Abandoned,4837.7,5,-1,-0.2,10,8/27/2009 15:29,2/9/2009 18:28,4773.0167,8,10,2,54,6,0.5,6,0,8,0,656,6982,0.054766167,8.32E-05,0.54390457,0.000761233
8814,1000413,2/7/2009 3:14,5,2/18/2009 0:28,kernel/msm,refs/heads/android-msm-2.6.27,FAST_FORWARD_ONLY,merged,261.2167,3,2,0.6667,16,2/18/2009 0:28,2/7/2009 3:18,261.15,9,233,8,666,8,1.1126,8,0,8,0,458,1477,0.03830537,7.93E-05,0.407938441,0.000523412
8820,1001118,2/9/2009 6:54,4,2/10/2009 18:51,kernel/msm,refs/heads/android-msm-2.6.27,FAST_FORWARD_ONLY,merged,35.95,3,2,0.6667,8,2/10/2009 18:51,2/9/2009 6:56,35.9,13,81,5,184,10,1.2,10,0,3,0,80,57,0.001282051,6.85E-05,0.071668638,0.000114468
8844,1000740,2/11/2009 7:21,1,4/28/2010 23:19,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,10599.95,5,1,0.2,7,4/28/2010 23:19,2/11/2009 15:13,10592.0833,2,22,1,21,0,0.9091,0,0,6,0,502,1527.416667,0.058262948,8.33E-05,0.414459546,0.000535276
8883,1000866,2/13/2009 20:19,7,2/18/2009 0:32,kernel/msm,refs/heads/android-msm-2.6.27,FAST_FORWARD_ONLY,merged,100.2167,3,2,0.6667,19,2/18/2009 0:32,2/14/2009 4:58,91.5667,13,65,10,223,6,1.2564,6,0,9,0,38,42,0.023391813,6.99E-05,0.034021412,7.97E-05
8885,1000866,2/13/2009 20:19,5,2/18/2009 0:32,kernel/msm,refs/heads/android-msm-2.6.27,FAST_FORWARD_ONLY,merged,100.2167,3,2,0.6667,16,2/18/2009 0:32,2/14/2009 5:08,91.3833,13,65,7,223,6,1.2564,6,0,9,0,212,2285.833333,0.066846361,8.12E-05,0.148088298,0.00020172
8939,1001174,2/18/2009 19:58,1,2/19/2009 23:52,kernel/msm,refs/heads/android-msm-2.6.27,FAST_FORWARD_ONLY,merged,27.9,3,2,0.6667,8,2/19/2009 23:52,2/18/2009 21:28,26.4,20,53,2,91,18,0.5714,18,0,6,0,122,235.6666667,0.055737705,7.97E-05,0.089513863,0.000138894
8953,1000830,2/19/2009 20:34,1,2/19/2009 22:05,kernel/msm,refs/heads/android-msm-2.6.27,FAST_FORWARD_ONLY,merged,1.5,3,2,0.6667,6,2/19/2009 22:05,2/19/2009 20:49,1.25,12,95,2,135,10,1.3099,10,0,4,1,104,797.6,0.082202112,7.32E-05,0.079742627,0.00012207
8957,1001174,2/20/2009 16:57,2,2/24/2009 1:36,kernel/msm,refs/heads/android-msm-2.6.27,FAST_FORWARD_ONLY,merged,80.65,4,2,0.5,11,2/24/2009 1:36,2/20/2009 22:33,75.0333,20,53,4,91,18,0.5714,18,0,7,0,366,454.8833333,0.049420525,8.08E-05,0.301433536,0.000426215
8979,1001051,2/24/2009 18:39,1,2/27/2009 23:40,platform/build,refs/heads/master,MERGE_ALWAYS,merged,77,6,3,0.5,5,2/27/2009 23:40,2/24/2009 19:25,76.2333,4,10,1,23,3,0.1,3,0,4,0,522,617.2822129,0.047981138,7.90E-05,0.493473348,0.000695659
8980,1001051,2/24/2009 18:41,3,2/26/2009 13:54,platform/external/opencore,refs/heads/master,MERGE_ALWAYS,merged,43.2167,6,2,0.3333,6,2/26/2009 13:54,2/24/2009 20:07,41.7833,4,10,3,23,3,0.1,3,0,3,0,548,54.5625,0.044838373,7.97E-05,0.481430388,0.000706874
8993,1001654,2/25/2009 14:49,1,3/1/2009 5:06,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,merged,86.2667,4,3,0.75,5,3/1/2009 5:06,2/25/2009 17:39,83.4333,1,1,1,1,1,0,1,1,4,0,96,576.7416667,0.103723404,7.90E-05,0.071426084,0.000125445
9029,1001563,2/28/2009 6:51,3,3/9/2009 18:18,platform/dalvik,refs/heads/master,MERGE_ALWAYS,merged,227.4333,4,2,0.5,26,3/9/2009 18:18,3/2/2009 19:09,167.1333,3,3,5,8,1,0,1,0,21,0,524,1331,0.052001989,8.11E-05,0.442598953,0.000653919
9055,1001064,3/3/2009 16:06,6,3/30/2009 16:18,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,648.1833,4,3,0.75,19,3/30/2009 16:18,3/3/2009 17:43,646.5833,3,3,12,21,1,0,1,0.5,7,0,94,219,0.056429232,7.62E-05,0.080187294,0.000119495
9075,1000676,3/4/2009 23:08,1,8/27/2009 21:25,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,4222.2833,4,-3,-0.75,7,8/27/2009 21:25,3/4/2009 23:14,4222.1833,5,5,2,9,2,0,2,-0.5,5,0,48,243.2400794,0.043478261,6.93E-05,0.034755051,8.19E-05
9080,1000676,3/5/2009 2:46,1,8/28/2009 14:16,platform/frameworks/base,refs/heads/master,MERGE_ALWAYS,Abandoned,4235.4833,4,-1,-0.25,6,8/28/2009 14:16,3/6/2009 6:57,4207.3,5,5,1,9,2,0,2,0,5,0,508,1424.25,0.053157387,8.07E-05,0.436231813,0.000596397
9082,1001583,3/5/2009 2:54,3,3/20/2009 8:30,platform/dalvik,refs/heads/master,MERGE_ALWAYS,Abandoned,365.5833,5,0,0,15,3/20/2009 8:30,3/5/2009 15:50,352.65,2,2,4,6,1,0,1,0,11,0,494,1050,0.055198973,8.05E-05,0.415258287,0.000600247
9116,1001051,3/10/2009 21:03,4,3/14/2009 21:00,platform/external/opencore,refs/heads/master,MERGE_ALWAYS,merged,95.95,4,3,0.75,6,3/14/2009 21:00,3/10/2009 21:58,95.0167,4,10,3,23,3,0.1,3,0.5,3,0,244,1062.45,0.052973852,8.36E-05,0.210637032,0.00022478
